SOUNDS/pt/SYSTEM;0000.wav;0
SOUNDS/pt/SYSTEM;0001.wav;1
SOUNDS/pt/SYSTEM;0002.wav;2
SOUNDS/pt/SYSTEM;0003.wav;3
SOUNDS/pt/SYSTEM;0004.wav;4
SOUNDS/pt/SYSTEM;0005.wav;5
SOUNDS/pt/SYSTEM;0006.wav;6
SOUNDS/pt/SYSTEM;0007.wav;7
SOUNDS/pt/SYSTEM;0008.wav;8
SOUNDS/pt/SYSTEM;0009.wav;9
SOUNDS/pt/SYSTEM;0010.wav;10
SOUNDS/pt/SYSTEM;0011.wav;11
SOUNDS/pt/SYSTEM;0012.wav;12
SOUNDS/pt/SYSTEM;0013.wav;13
SOUNDS/pt/SYSTEM;0014.wav;14
SOUNDS/pt/SYSTEM;0015.wav;15
SOUNDS/pt/SYSTEM;0016.wav;16
SOUNDS/pt/SYSTEM;0017.wav;17
SOUNDS/pt/SYSTEM;0018.wav;18
SOUNDS/pt/SYSTEM;0019.wav;19
SOUNDS/pt/SYSTEM;0020.wav;20
SOUNDS/pt/SYSTEM;0021.wav;21
SOUNDS/pt/SYSTEM;0022.wav;22
SOUNDS/pt/SYSTEM;0023.wav;23
SOUNDS/pt/SYSTEM;0024.wav;24
SOUNDS/pt/SYSTEM;0025.wav;25
SOUNDS/pt/SYSTEM;0026.wav;26
SOUNDS/pt/SYSTEM;0027.wav;27
SOUNDS/pt/SYSTEM;0028.wav;28
SOUNDS/pt/SYSTEM;0029.wav;29
SOUNDS/pt/SYSTEM;0030.wav;30
SOUNDS/pt/SYSTEM;0031.wav;31
SOUNDS/pt/SYSTEM;0032.wav;32
SOUNDS/pt/SYSTEM;0033.wav;33
SOUNDS/pt/SYSTEM;0034.wav;34
SOUNDS/pt/SYSTEM;0035.wav;35
SOUNDS/pt/SYSTEM;0036.wav;36
SOUNDS/pt/SYSTEM;0037.wav;37
SOUNDS/pt/SYSTEM;0038.wav;38
SOUNDS/pt/SYSTEM;0039.wav;39
SOUNDS/pt/SYSTEM;0040.wav;40
SOUNDS/pt/SYSTEM;0041.wav;41
SOUNDS/pt/SYSTEM;0042.wav;42
SOUNDS/pt/SYSTEM;0043.wav;43
SOUNDS/pt/SYSTEM;0044.wav;44
SOUNDS/pt/SYSTEM;0045.wav;45
SOUNDS/pt/SYSTEM;0046.wav;46
SOUNDS/pt/SYSTEM;0047.wav;47
SOUNDS/pt/SYSTEM;0048.wav;48
SOUNDS/pt/SYSTEM;0049.wav;49
SOUNDS/pt/SYSTEM;0050.wav;50
SOUNDS/pt/SYSTEM;0051.wav;51
SOUNDS/pt/SYSTEM;0052.wav;52
SOUNDS/pt/SYSTEM;0053.wav;53
SOUNDS/pt/SYSTEM;0054.wav;54
SOUNDS/pt/SYSTEM;0055.wav;55
SOUNDS/pt/SYSTEM;0056.wav;56
SOUNDS/pt/SYSTEM;0057.wav;57
SOUNDS/pt/SYSTEM;0058.wav;58
SOUNDS/pt/SYSTEM;0059.wav;59
SOUNDS/pt/SYSTEM;0060.wav;60
SOUNDS/pt/SYSTEM;0061.wav;61
SOUNDS/pt/SYSTEM;0062.wav;62
SOUNDS/pt/SYSTEM;0063.wav;63
SOUNDS/pt/SYSTEM;0064.wav;64
SOUNDS/pt/SYSTEM;0065.wav;65
SOUNDS/pt/SYSTEM;0066.wav;66
SOUNDS/pt/SYSTEM;0067.wav;67
SOUNDS/pt/SYSTEM;0068.wav;68
SOUNDS/pt/SYSTEM;0069.wav;69
SOUNDS/pt/SYSTEM;0070.wav;70
SOUNDS/pt/SYSTEM;0071.wav;71
SOUNDS/pt/SYSTEM;0072.wav;72
SOUNDS/pt/SYSTEM;0073.wav;73
SOUNDS/pt/SYSTEM;0074.wav;74
SOUNDS/pt/SYSTEM;0075.wav;75
SOUNDS/pt/SYSTEM;0076.wav;76
SOUNDS/pt/SYSTEM;0077.wav;77
SOUNDS/pt/SYSTEM;0078.wav;78
SOUNDS/pt/SYSTEM;0079.wav;79
SOUNDS/pt/SYSTEM;0080.wav;80
SOUNDS/pt/SYSTEM;0081.wav;81
SOUNDS/pt/SYSTEM;0082.wav;82
SOUNDS/pt/SYSTEM;0083.wav;83
SOUNDS/pt/SYSTEM;0084.wav;84
SOUNDS/pt/SYSTEM;0085.wav;85
SOUNDS/pt/SYSTEM;0086.wav;86
SOUNDS/pt/SYSTEM;0087.wav;87
SOUNDS/pt/SYSTEM;0088.wav;88
SOUNDS/pt/SYSTEM;0089.wav;89
SOUNDS/pt/SYSTEM;0090.wav;90
SOUNDS/pt/SYSTEM;0091.wav;91
SOUNDS/pt/SYSTEM;0092.wav;92
SOUNDS/pt/SYSTEM;0093.wav;93
SOUNDS/pt/SYSTEM;0094.wav;94
SOUNDS/pt/SYSTEM;0095.wav;95
SOUNDS/pt/SYSTEM;0096.wav;96
SOUNDS/pt/SYSTEM;0097.wav;97
SOUNDS/pt/SYSTEM;0098.wav;98
SOUNDS/pt/SYSTEM;0099.wav;99
SOUNDS/pt/SYSTEM;0100.wav;100
SOUNDS/pt/SYSTEM;0101.wav;cento
SOUNDS/pt/SYSTEM;0102.wav;duzentos
SOUNDS/pt/SYSTEM;0103.wav;trezentos
SOUNDS/pt/SYSTEM;0104.wav;quatrocentos
SOUNDS/pt/SYSTEM;0105.wav;quinhentos
SOUNDS/pt/SYSTEM;0106.wav;seiscentos
SOUNDS/pt/SYSTEM;0107.wav;setecentos
SOUNDS/pt/SYSTEM;0108.wav;oitocentos
SOUNDS/pt/SYSTEM;0109.wav;novecentos
SOUNDS/pt/SYSTEM;0110.wav;mil
SOUNDS/pt/SYSTEM;0111.wav;virgula
SOUNDS/pt/SYSTEM;0112.wav;uma
SOUNDS/pt/SYSTEM;0113.wav;duas
SOUNDS/pt/SYSTEM;0114.wav;e
SOUNDS/pt/SYSTEM;0115.wav;menos
SOUNDS/pt/SYSTEM;0116.wav;hora
SOUNDS/pt/SYSTEM;0117.wav;horas
SOUNDS/pt/SYSTEM;0118.wav;minuto
SOUNDS/pt/SYSTEM;0119.wav;minutos
SOUNDS/pt/SYSTEM;0120.wav;segundo
SOUNDS/pt/SYSTEM;0121.wav;segundos
SOUNDS/pt/SYSTEM;volt0.wav;Volt
SOUNDS/pt/SYSTEM;amp0.wav;ampére
SOUNDS/pt/SYSTEM;mamp0.wav;miliamperes
SOUNDS/pt/SYSTEM;knot0.wav;knot
SOUNDS/pt/SYSTEM;mps0.wav;metros por segundo
SOUNDS/pt/SYSTEM;fps0.wav;foot per second
SOUNDS/pt/SYSTEM;kph0.wav;quilômetros por hora
SOUNDS/pt/SYSTEM;mph0.wav;mile per hour
SOUNDS/pt/SYSTEM;meter0.wav;metros
SOUNDS/pt/SYSTEM;foot0.wav;foot
SOUNDS/pt/SYSTEM;celsius0.wav;degree celsius
SOUNDS/pt/SYSTEM;fahr0.wav;degree fahrenheit
SOUNDS/pt/SYSTEM;percent0.wav;percent
SOUNDS/pt/SYSTEM;mamph0.wav;miliamperes por hora
SOUNDS/pt/SYSTEM;watt0.wav;watt
SOUNDS/pt/SYSTEM;mwatt0.wav;milli-watt
SOUNDS/pt/SYSTEM;db0.wav;db
SOUNDS/pt/SYSTEM;rpm0.wav;r p m
SOUNDS/pt/SYSTEM;g0.wav;g
SOUNDS/pt/SYSTEM;degree0.wav;degree
SOUNDS/pt/SYSTEM;rad0.wav;radian
SOUNDS/pt/SYSTEM;ml0.wav;milliliter
SOUNDS/pt/SYSTEM;founce0.wav;onças
SOUNDS/pt/SYSTEM;hour0.wav;horas
SOUNDS/pt/SYSTEM;minute0.wav;minutos
SOUNDS/pt/SYSTEM;second0.wav;segundos
SOUNDS/pt/SYSTEM;inactiv.wav;atenção, o rádio foi esquecido ligado, por favor desligue-o
SOUNDS/pt/SYSTEM;lowbatt.wav;bateria do rádio fraca
SOUNDS/pt/SYSTEM;thralert.wav;atenção,acelerador não está no mínimo
SOUNDS/pt/SYSTEM;swalert.wav;atenção, certifique-se que os interruptores estão na posição certa
